Genome,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score
annotate_total_phage_517,preVC_144,Clustered,VC_144_0,4,0.8187,0.69468524,1.9642215004898382,0.5688,1.0
annotate_total_phage_518,,Overlap (VC_23/VC_25),,,,,,,
annotate_total_phage_520,preVC_67,Clustered,VC_67_0,4,0.4762,0.99995678,3.395094484036244,0.4762,1.0
annotate_total_phage_524,preVC_38,Clustered,VC_38_0,15,0.3888,1.0,7.044667670359567,0.3888,0.9714
annotate_total_phage_525,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_total_phage_526,,Overlap (VC_22/VC_38),,,,,,,
annotate_total_phage_600,preVC_67,Clustered,VC_67_0,4,0.4762,0.99995678,3.395094484036244,0.4762,1.0
annotate_total_phage_604,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_total_phage_605,,Overlap (VC_22/VC_38),,,,,,,
annotate_total_phage_609,preVC_253,Clustered,VC_253_0,3,0.7359,0.9639009,1.3333333333333333,0.7094,1.0
annotate_total_phage_611,preVC_234,Clustered,VC_234_0,6,0.525,1.0,1.2688409258209765,0.525,1.0
annotate_total_phage_616,,Outlier,,,,,,,
annotate_total_phage_636,,Overlap (VC_24/VC_31/VC_220),,,,,,,
annotate_total_phage_637,preVC_75,Clustered,VC_75_0,2,0.3369,0.94913905,2.8284271247461903,0.3197,1.0
annotate_total_phage_638,,Outlier,,,,,,,
annotate_total_phage_639,preVC_60,Clustered,VC_60_0,5,0.2921,0.99999991,5.066942556073895,0.2921,1.0
annotate_total_phage_644,preVC_106,Clustered,VC_106_0,10,0.8181,1.0,2.5615760111979777,0.8181,1.0
annotate_total_phage_650,preVC_252,Clustered,VC_252_0,2,0.8099,0.72985431,1.0,0.5911,1.0
annotate_total_phage_653,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_total_phage_655,preVC_67,Clustered,VC_67_0,4,0.4762,0.99995678,3.395094484036244,0.4762,1.0
annotate_total_phage_658,preVC_19,Clustered,VC_19_0,2,0.199,0.95535741,3.4641016151377544,0.1901,1.0
annotate_total_phage_663,preVC_75,Clustered,VC_75_0,2,0.3369,0.94913905,2.8284271247461903,0.3197,1.0
annotate_total_phage_664,,Overlap (VC_22/VC_38),,,,,,,
annotate_total_phage_666,preVC_60,Clustered,VC_60_0,5,0.2921,0.99999991,5.066942556073895,0.2921,1.0
annotate_total_phage_692,preVC_19,Clustered,VC_19_0,2,0.199,0.95535741,3.4641016151377544,0.1901,1.0
annotate_total_phage_694,preVC_92,Clustered,VC_92_0,4,0.643,0.99987744,3.64472831428383,0.6429,1.0
annotate_total_phage_696,preVC_67,Clustered,VC_67_0,4,0.4762,0.99995678,3.395094484036244,0.4762,1.0
annotate_total_phage_697,,Overlap (VC_239/VC_240),,,,,,,
annotate_total_phage_711,preVC_252,Clustered,VC_252_0,2,0.8099,0.72985431,1.0,0.5911,1.0
annotate_total_phage_713,,Outlier,,,,,,,
annotate_total_phage_715,,Singleton,,,,,,,
annotate_total_phage_725,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_total_phage_727,,Overlap (VC_23/VC_25),,,,,,,
annotate_total_phage_729,preVC_250,Clustered,VC_250_0,2,1.0,1.0,6.6332495807108,1.0,1.0
annotate_total_phage_730,preVC_7,Clustered,VC_7_1,4,0.2367,0.9999844,6.952694136716307,0.2367,1.0
annotate_total_phage_731,,Overlap (VC_88/VC_91),,,,,,,
annotate_total_phage_733,,Overlap (VC_23/VC_25),,,,,,,
annotate_total_phage_734,preVC_38,Clustered,VC_38_0,15,0.3888,1.0,7.044667670359567,0.3888,0.9714
annotate_total_phage_735,preVC_38,Clustered,VC_38_0,15,0.3888,1.0,7.044667670359567,0.3888,0.9714
annotate_total_phage_737,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_738,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_739,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_743,preVC_106,Clustered,VC_106_0,10,0.8181,1.0,2.5615760111979777,0.8181,1.0
annotate_total_phage_745,preVC_130,Clustered,VC_130_0,15,0.6538,1.0,4.895101125444098,0.6538,1.0
annotate_total_phage_782,preVC_57,Clustered,VC_57_0,4,0.6429,0.9999579,3.139294570623387,0.6429,1.0
annotate_total_phage_783,preVC_130,Clustered,VC_130_0,15,0.6538,1.0,4.895101125444098,0.6538,1.0
annotate_total_phage_785,preVC_110,Clustered,VC_110_0,3,0.7828,0.9595722,2.698413684615923,0.7512,1.0
annotate_total_phage_786,preVC_56,Clustered,VC_56_0,2,0.1968,0.9471126,5.656854249492381,0.1864,1.0
annotate_total_phage_787,preVC_92,Clustered,VC_92_0,4,0.643,0.99987744,3.64472831428383,0.6429,1.0
annotate_total_phage_788,preVC_74,Clustered,VC_74_0,4,0.5061,0.99996549,5.554849589171229,0.5061,1.0
annotate_total_phage_789,preVC_173,Clustered,VC_173_0,15,0.4949,1.0,7.124613444964373,0.4949,1.0
annotate_total_phage_790,,Singleton,,,,,,,
annotate_total_phage_791,,Overlap (VC_22/VC_38/VC_53),,,,,,,
annotate_total_phage_793,preVC_35,Clustered,VC_35_0,14,0.5987,1.0,6.535708325596691,0.5987,0.956
annotate_total_phage_794,,Overlap (VC_23/VC_24/VC_31),,,,,,,
annotate_total_phage_795,preVC_22,Clustered,VC_22_0,6,0.3762,1.0,6.768330055411917,0.3762,1.0
annotate_total_phage_796,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_797,preVC_17,Clustered,VC_17_0,6,0.2529,1.0,5.2015070273934905,0.2529,1.0
annotate_total_phage_798,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_799,,Overlap (VC_39/VC_99),,,,,,,
annotate_total_phage_8,preVC_68,Clustered,VC_68_0,2,0.2371,0.95035833,4.123105625617661,0.2253,1.0
annotate_total_phage_800,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_803,preVC_130,Clustered,VC_130_0,15,0.6538,1.0,4.895101125444098,0.6538,1.0
annotate_total_phage_804,,Overlap (VC_38/VC_46/VC_47),,,,,,,
annotate_total_phage_806,preVC_35,Clustered,VC_35_0,14,0.5987,1.0,6.535708325596691,0.5987,0.956
annotate_total_phage_807,preVC_130,Clustered,VC_130_0,15,0.6538,1.0,4.895101125444098,0.6538,1.0
annotate_total_phage_808,preVC_230,Clustered,VC_230_0,8,0.5383,1.0,4.091935328203622,0.5383,1.0
annotate_total_phage_809,preVC_149,Clustered,VC_149_0,9,0.9381,0.99999997,2.974899866179563,0.9381,1.0
annotate_total_phage_820,,Outlier,,,,,,,
annotate_total_phage_9,preVC_35,Clustered,VC_35_0,14,0.5987,1.0,6.535708325596691,0.5987,0.956
annotate_total_phage_92,preVC_249,Clustered,VC_249_0,2,1.0,1.0,3.1622776601683795,1.0,1.0
annotate_total_phage_925,preVC_40,Clustered,VC_40_0,6,0.2412,0.99999999,6.492421842648904,0.2412,1.0
annotate_total_phage_926,,Singleton,,,,,,,
annotate_total_phage_927,preVC_254,Clustered,VC_254_0,2,1.0,1.0,8.18535277187245,1.0,1.0
annotate_total_phage_929,preVC_63,Clustered,VC_63_0,2,0.0808,0.55344538,5.477225575051661,0.0447,1.0
annotate_total_phage_930,preVC_57,Clustered,VC_57_0,4,0.6429,0.9999579,3.139294570623387,0.6429,1.0
annotate_total_phage_934,preVC_109,Clustered,VC_109_0,4,0.3391,0.9999661,4.4121121341415614,0.339,1.0
annotate_total_phage_935,preVC_130,Clustered,VC_130_0,15,0.6538,1.0,4.895101125444098,0.6538,1.0
annotate_total_phage_95,preVC_254,Clustered,VC_254_0,2,1.0,1.0,8.18535277187245,1.0,1.0
annotate_total_phage_98,preVC_57,Clustered,VC_57_0,4,0.6429,0.9999579,3.139294570623387,0.6429,1.0
annotate_total_phage_99,preVC_57,Clustered,VC_57_0,4,0.6429,0.9999579,3.139294570623387,0.6429,1.0
annotate_virome_phage_1,preVC_176,Clustered/Singleton,VC_176_1,1,0.0,1.0,0,0.0,1.0
annotate_virome_phage_10,preVC_7,Clustered,VC_7_1,4,0.2367,0.9999844,6.952694136716307,0.2367,1.0
annotate_virome_phage_1004,preVC_27,Clustered,VC_27_0,21,0.7765,1.0,2.8798174821660494,0.7765,1.0
annotate_virome_phage_1006,preVC_27,Clustered,VC_27_0,21,0.7765,1.0,2.8798174821660494,0.7765,1.0
annotate_virome_phage_101,preVC_104,Clustered,VC_104_0,4,0.5232,0.99993704,4.528340892062073,0.5232,1.0
annotate_virome_phage_1032,preVC_178,Clustered,VC_178_0,22,0.6729,1.0,3.0289611808891412,0.6729,1.0
annotate_virome_phage_1033,preVC_27,Clustered,VC_27_0,21,0.7765,1.0,2.8798174821660494,0.7765,1.0
annotate_virome_phage_104,preVC_33,Clustered,VC_33_0,14,0.415,1.0,4.0664087203971,0.415,1.0
annotate_virome_phage_1061,preVC_180,Clustered,VC_180_0,3,0.0341,0.82005233,3.587125114797098,0.028,1.0
annotate_virome_phage_1063,,Outlier,,,,,,,
annotate_virome_phage_107,,Overlap (VC_174/VC_231),,,,,,,
annotate_virome_phage_1077,preVC_95,Clustered,VC_95_0,19,0.8562,1.0,2.4501351360911467,0.8562,1.0
annotate_virome_phage_1082,preVC_222,Clustered,VC_222_0,2,0.1424,0.9314082,2.8284271247461903,0.1327,1.0
annotate_virome_phage_109,preVC_225,Clustered,VC_225_0,4,0.8172,0.99588049,6.0855582630807605,0.8139,1.0
annotate_virome_phage_1092,preVC_217,Clustered,VC_217_0,14,0.9107,0.99999913,2.6169170657348726,0.9107,1.0
annotate_virome_phage_11,preVC_70,Clustered,VC_70_0,2,0.6576,0.85557782,5.291502622129181,0.5627,1.0
annotate_virome_phage_110,preVC_26,Clustered,VC_26_0,11,0.4415,1.0,3.864614140598421,0.4415,1.0
annotate_virome_phage_1109,preVC_217,Clustered,VC_217_0,14,0.9107,0.99999913,2.6169170657348726,0.9107,1.0
annotate_virome_phage_1117,preVC_217,Clustered,VC_217_0,14,0.9107,0.99999913,2.6169170657348726,0.9107,1.0
annotate_virome_phage_112,preVC_197,Clustered,VC_197_0,2,0.0584,0.87605122,4.0,0.0512,1.0
annotate_virome_phage_1131,preVC_217,Clustered,VC_217_0,14,0.9107,0.99999913,2.6169170657348726,0.9107,1.0
annotate_virome_phage_1142,preVC_217,Clustered,VC_217_0,14,0.9107,0.99999913,2.6169170657348726,0.9107,1.0
annotate_virome_phage_115,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_virome_phage_1154,preVC_178,Clustered,VC_178_0,22,0.6729,1.0,3.0289611808891412,0.6729,1.0
annotate_virome_phage_1155,preVC_235,Clustered,VC_235_0,13,0.7526,1.0,2.2865367604426905,0.7526,1.0
annotate_virome_phage_116,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_virome_phage_117,preVC_85,Clustered,VC_85_0,8,0.7765,0.99998805,4.607981929641346,0.7765,1.0
annotate_virome_phage_118,preVC_132,Clustered,VC_132_0,7,0.7654,0.99999898,4.434774906222757,0.7654,1.0
annotate_virome_phage_119,preVC_138,Clustered,VC_138_0,11,0.7012,1.0,4.828349979993908,0.7012,1.0
annotate_virome_phage_1199,,Outlier,,,,,,,
annotate_virome_phage_12,,Outlier,,,,,,,
annotate_virome_phage_120,,Outlier,,,,,,,
annotate_virome_phage_1217,preVC_235,Clustered,VC_235_0,13,0.7526,1.0,2.2865367604426905,0.7526,1.0
annotate_virome_phage_123,preVC_138,Clustered,VC_138_0,11,0.7012,1.0,4.828349979993908,0.7012,1.0
annotate_virome_phage_1236,preVC_235,Clustered,VC_235_0,13,0.7526,1.0,2.2865367604426905,0.7526,1.0
annotate_virome_phage_124,,Overlap (VC_174/VC_198),,,,,,,
annotate_virome_phage_127,preVC_37,Clustered,VC_37_0,2,0.0164,0.66752003,6.48074069840786,0.011,1.0
annotate_virome_phage_1279,preVC_217,Clustered,VC_217_0,14,0.9107,0.99999913,2.6169170657348726,0.9107,1.0
annotate_virome_phage_1286,preVC_235,Clustered,VC_235_0,13,0.7526,1.0,2.2865367604426905,0.7526,1.0
annotate_virome_phage_14,,Outlier,,,,,,,
annotate_virome_phage_1411,preVC_217,Clustered,VC_217_0,14,0.9107,0.99999913,2.6169170657348726,0.9107,1.0
annotate_virome_phage_142,preVC_60,Clustered,VC_60_0,5,0.2921,0.99999991,5.066942556073895,0.2921,1.0
annotate_virome_phage_144,preVC_38,Clustered,VC_38_0,15,0.3888,1.0,7.044667670359567,0.3888,0.9714
annotate_virome_phage_1446,preVC_235,Clustered,VC_235_0,13,0.7526,1.0,2.2865367604426905,0.7526,1.0
annotate_virome_phage_145,preVC_243,Clustered,VC_243_0,3,1.0,1.0,1.1380711874576983,1.0,1.0
annotate_virome_phage_1467,preVC_235,Clustered,VC_235_0,13,0.7526,1.0,2.2865367604426905,0.7526,1.0
annotate_virome_phage_15,preVC_212,Clustered,VC_212_0,2,0.565,0.9316795,7.14142842854285,0.5264,1.0
annotate_virome_phage_1507,,Outlier,,,,,,,
annotate_virome_phage_151,preVC_178,Clustered,VC_178_0,22,0.6729,1.0,3.0289611808891412,0.6729,1.0
annotate_virome_phage_152,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_virome_phage_153,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_virome_phage_154,preVC_178,Clustered,VC_178_0,22,0.6729,1.0,3.0289611808891412,0.6729,1.0
annotate_virome_phage_1541,preVC_217,Clustered,VC_217_0,14,0.9107,0.99999913,2.6169170657348726,0.9107,1.0
annotate_virome_phage_155,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_virome_phage_1565,preVC_235,Clustered,VC_235_0,13,0.7526,1.0,2.2865367604426905,0.7526,1.0
annotate_virome_phage_158,,Overlap (VC_179/VC_181),,,,,,,
annotate_virome_phage_16,,Outlier,,,,,,,
annotate_virome_phage_160,preVC_178,Clustered,VC_178_0,22,0.6729,1.0,3.0289611808891412,0.6729,1.0
annotate_virome_phage_164,preVC_178,Clustered,VC_178_0,22,0.6729,1.0,3.0289611808891412,0.6729,1.0
annotate_virome_phage_1668,preVC_217,Clustered,VC_217_0,14,0.9107,0.99999913,2.6169170657348726,0.9107,1.0
annotate_virome_phage_1675,preVC_217,Clustered,VC_217_0,14,0.9107,0.99999913,2.6169170657348726,0.9107,1.0
annotate_virome_phage_17,,Singleton,,,,,,,
annotate_virome_phage_172,,Outlier,,,,,,,
annotate_virome_phage_176,preVC_146,Clustered,VC_146_0,2,0.2324,0.94716312,0.0,0.2201,1.0
annotate_virome_phage_177,preVC_222,Clustered,VC_222_0,2,0.1424,0.9314082,2.8284271247461903,0.1327,1.0
annotate_virome_phage_1770,preVC_257,Clustered,VC_257_0,2,1.0,1.0,1.0,1.0,1.0
annotate_virome_phage_1784,preVC_235,Clustered,VC_235_0,13,0.7526,1.0,2.2865367604426905,0.7526,1.0
annotate_virome_phage_18,preVC_93,Clustered,VC_93_0,3,0.9489,0.99081739,4.7263383908471885,0.9402,1.0
annotate_virome_phage_181,preVC_27,Clustered,VC_27_0,21,0.7765,1.0,2.8798174821660494,0.7765,1.0
annotate_virome_phage_1813,preVC_257,Clustered,VC_257_0,2,1.0,1.0,1.0,1.0,1.0
annotate_virome_phage_183,preVC_27,Clustered,VC_27_0,21,0.7765,1.0,2.8798174821660494,0.7765,1.0
annotate_virome_phage_1849,,Singleton,,,,,,,
annotate_virome_phage_1873,preVC_235,Clustered,VC_235_0,13,0.7526,1.0,2.2865367604426905,0.7526,1.0
annotate_virome_phage_189,preVC_27,Clustered,VC_27_0,21,0.7765,1.0,2.8798174821660494,0.7765,1.0
annotate_virome_phage_19,preVC_153,Clustered,VC_153_0,9,0.6828,1.0,6.439889890781747,0.6828,1.0
annotate_virome_phage_191,preVC_27,Clustered,VC_27_0,21,0.7765,1.0,2.8798174821660494,0.7765,1.0
annotate_virome_phage_193,preVC_32,Clustered,VC_32_0,4,0.105,0.99554497,2.7220159099680683,0.1046,1.0
annotate_virome_phage_196,preVC_33,Clustered,VC_33_0,14,0.415,1.0,4.0664087203971,0.415,1.0
annotate_virome_phage_2,,Singleton,,,,,,,
annotate_virome_phage_201,preVC_106,Clustered,VC_106_0,10,0.8181,1.0,2.5615760111979777,0.8181,1.0
annotate_virome_phage_202,preVC_149,Clustered,VC_149_0,9,0.9381,0.99999997,2.974899866179563,0.9381,1.0
annotate_virome_phage_21,preVC_65,Clustered,VC_65_0,4,0.612,0.99943881,7.668133350247225,0.6117,0.6667
annotate_virome_phage_219,preVC_149,Clustered,VC_149_0,9,0.9381,0.99999997,2.974899866179563,0.9381,1.0
annotate_virome_phage_22,preVC_117,Clustered,VC_117_0,4,0.6374,0.99797556,6.128860774392847,0.6361,1.0
annotate_virome_phage_2235,preVC_153,Clustered,VC_153_0,9,0.6828,1.0,6.439889890781747,0.6828,1.0
annotate_virome_phage_2237,preVC_106,Clustered,VC_106_0,10,0.8181,1.0,2.5615760111979777,0.8181,1.0
annotate_virome_phage_2238,preVC_7,Clustered,VC_7_2,3,0.1282,0.99750934,7.991800355272777,0.1279,0.6667
annotate_virome_phage_2239,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_virome_phage_2243,preVC_106,Clustered,VC_106_0,10,0.8181,1.0,2.5615760111979777,0.8181,1.0
annotate_virome_phage_2254,preVC_7,Clustered,VC_7_2,3,0.1282,0.99750934,7.991800355272777,0.1279,0.6667
annotate_virome_phage_2255,,Outlier,,,,,,,
annotate_virome_phage_2259,preVC_106,Clustered,VC_106_0,10,0.8181,1.0,2.5615760111979777,0.8181,1.0
annotate_virome_phage_2260,preVC_27,Clustered,VC_27_0,21,0.7765,1.0,2.8798174821660494,0.7765,1.0
annotate_virome_phage_2263,preVC_234,Clustered,VC_234_0,6,0.525,1.0,1.2688409258209765,0.525,1.0
annotate_virome_phage_2268,,Singleton,,,,,,,
annotate_virome_phage_2269,preVC_255,Clustered,VC_255_0,2,0.2772,0.5,8.831760866327848,0.1386,1.0
annotate_virome_phage_2270,preVC_255,Clustered,VC_255_0,2,0.2772,0.5,8.831760866327848,0.1386,1.0
annotate_virome_phage_2272,preVC_212,Clustered,VC_212_0,2,0.565,0.9316795,7.14142842854285,0.5264,1.0
annotate_virome_phage_2274,preVC_194,Clustered,VC_194_0,12,0.7928,1.0,4.635554788263047,0.7928,1.0
annotate_virome_phage_2275,preVC_93,Clustered,VC_93_0,3,0.9489,0.99081739,4.7263383908471885,0.9402,1.0
annotate_virome_phage_2278,preVC_65,Clustered,VC_65_1,2,0.0748,0.5,9.0,0.0374,0.0
annotate_virome_phage_2280,,Overlap (VC_118/VC_175),,,,,,,
annotate_virome_phage_2281,preVC_73,Clustered/Singleton,VC_73_1,1,0.0,1.0,0,0.0,1.0
annotate_virome_phage_2282,preVC_258,Clustered,VC_258_0,2,0.3913,0.72985431,8.306623862918075,0.2856,1.0
annotate_virome_phage_2285,preVC_70,Clustered,VC_70_0,2,0.6576,0.85557782,5.291502622129181,0.5627,1.0
annotate_virome_phage_2286,preVC_54,Clustered,VC_54_0,4,0.2942,0.99955018,6.793282596497857,0.2941,1.0
annotate_virome_phage_2288,preVC_34,Clustered,VC_34_0,8,0.3548,1.0,7.319914446858829,0.3548,0.9286
annotate_virome_phage_2290,,Overlap (VC_74/VC_225),,,,,,,
annotate_virome_phage_2291,preVC_122,Clustered,VC_122_0,4,0.2462,0.99952348,7.511894124052888,0.2461,1.0
annotate_virome_phage_2292,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_virome_phage_2293,,Outlier,,,,,,,
annotate_virome_phage_2294,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_virome_phage_2295,preVC_256,Clustered,VC_256_0,2,0.2446,0.6381632,6.782329983125268,0.1561,1.0
annotate_virome_phage_2296,preVC_214,Clustered,VC_214_0,3,0.7176,0.98867275,6.8690311101727675,0.7095,1.0
annotate_virome_phage_2297,,Overlap (VC_38/VC_46),,,,,,,
annotate_virome_phage_2298,preVC_38,Clustered,VC_38_0,15,0.3888,1.0,7.044667670359567,0.3888,0.9714
annotate_virome_phage_2299,preVC_35,Clustered,VC_35_0,14,0.5987,1.0,6.535708325596691,0.5987,0.956
annotate_virome_phage_23,preVC_26,Clustered,VC_26_0,11,0.4415,1.0,3.864614140598421,0.4415,1.0
annotate_virome_phage_2300,preVC_122,Clustered,VC_122_0,4,0.2462,0.99952348,7.511894124052888,0.2461,1.0
annotate_virome_phage_2301,preVC_153,Clustered,VC_153_0,9,0.6828,1.0,6.439889890781747,0.6828,1.0
annotate_virome_phage_2303,,Overlap (VC_38/VC_46),,,,,,,
annotate_virome_phage_2304,preVC_60,Clustered,VC_60_0,5,0.2921,0.99999991,5.066942556073895,0.2921,1.0
annotate_virome_phage_2305,preVC_55,Clustered,VC_55_0,4,0.5497,0.99941935,6.485519820972523,0.5493,1.0
annotate_virome_phage_2306,preVC_134,Clustered,VC_134_0,4,0.4671,0.99995296,4.354347832071694,0.4671,1.0
annotate_virome_phage_2308,preVC_73,Clustered,VC_73_0,27,0.7278,1.0,7.435828123197962,0.7278,0.9316
annotate_virome_phage_2310,preVC_38,Clustered,VC_38_0,15,0.3888,1.0,7.044667670359567,0.3888,0.9714
annotate_virome_phage_2312,,Overlap (VC_50/VC_51),,,,,,,
annotate_virome_phage_2313,,Outlier,,,,,,,
annotate_virome_phage_2314,preVC_63,Clustered,VC_63_0,2,0.0808,0.55344538,5.477225575051661,0.0447,1.0
annotate_virome_phage_2315,preVC_173,Clustered,VC_173_0,15,0.4949,1.0,7.124613444964373,0.4949,1.0
annotate_virome_phage_2319,preVC_138,Clustered,VC_138_0,11,0.7012,1.0,4.828349979993908,0.7012,1.0
annotate_virome_phage_2320,preVC_194,Clustered,VC_194_0,12,0.7928,1.0,4.635554788263047,0.7928,1.0
annotate_virome_phage_2322,,Outlier,,,,,,,
annotate_virome_phage_2323,preVC_170,Clustered,VC_170_0,6,0.8532,0.99946168,6.991563552812328,0.8527,0.8
annotate_virome_phage_2324,preVC_1,Clustered,VC_1_0,7,0.4085,1.0,6.527506105347375,0.4085,1.0
annotate_virome_phage_2325,preVC_124,Clustered,VC_124_0,3,0.5031,0.98626568,4.903970435470778,0.4962,1.0
annotate_virome_phage_2327,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_virome_phage_2328,preVC_26,Clustered,VC_26_0,11,0.4415,1.0,3.864614140598421,0.4415,1.0
annotate_virome_phage_2329,preVC_31,Clustered,VC_31_0,2,0.0745,0.89225025,6.0,0.0665,1.0
annotate_virome_phage_2330,preVC_26,Clustered,VC_26_0,11,0.4415,1.0,3.864614140598421,0.4415,1.0
annotate_virome_phage_2333,preVC_231,Clustered,VC_231_0,4,0.6556,0.92816396,4.881910072084789,0.6085,1.0
annotate_virome_phage_2335,preVC_38,Clustered,VC_38_0,15,0.3888,1.0,7.044667670359567,0.3888,0.9714
annotate_virome_phage_2339,preVC_173,Clustered,VC_173_0,15,0.4949,1.0,7.124613444964373,0.4949,1.0
annotate_virome_phage_2342,preVC_244,Clustered,VC_244_0,2,1.0,1.0,2.23606797749979,1.0,1.0
annotate_virome_phage_2343,preVC_132,Clustered,VC_132_0,7,0.7654,0.99999898,4.434774906222757,0.7654,1.0
annotate_virome_phage_2345,preVC_138,Clustered,VC_138_0,11,0.7012,1.0,4.828349979993908,0.7012,1.0
annotate_virome_phage_2346,preVC_124,Clustered,VC_124_0,3,0.5031,0.98626568,4.903970435470778,0.4962,1.0
annotate_virome_phage_2347,preVC_230,Clustered,VC_230_0,8,0.5383,1.0,4.091935328203622,0.5383,1.0
annotate_virome_phage_235,preVC_95,Clustered,VC_95_0,19,0.8562,1.0,2.4501351360911467,0.8562,1.0
annotate_virome_phage_2350,preVC_239,Clustered/Singleton,VC_239_0,1,0.0,1.0,0,0.0,1.0
annotate_virome_phage_2353,,Overlap (VC_38/VC_46/VC_47),,,,,,,
annotate_virome_phage_2355,preVC_230,Clustered,VC_230_0,8,0.5383,1.0,4.091935328203622,0.5383,1.0
annotate_virome_phage_2356,preVC_194,Clustered,VC_194_0,12,0.7928,1.0,4.635554788263047,0.7928,1.0
annotate_virome_phage_2357,preVC_131,Clustered/Singleton,VC_131_0,1,0.0,1.0,0,0.0,1.0
annotate_virome_phage_2359,preVC_73,Clustered,VC_73_0,27,0.7278,1.0,7.435828123197962,0.7278,0.9316
annotate_virome_phage_2360,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_virome_phage_2366,preVC_4,Clustered,VC_4_0,5,0.5156,0.99999976,3.883431255984211,0.5156,1.0
annotate_virome_phage_2368,preVC_243,Clustered,VC_243_0,3,1.0,1.0,1.1380711874576983,1.0,1.0
annotate_virome_phage_2372,preVC_230,Clustered,VC_230_0,8,0.5383,1.0,4.091935328203622,0.5383,1.0
annotate_virome_phage_2380,preVC_4,Clustered,VC_4_0,5,0.5156,0.99999976,3.883431255984211,0.5156,1.0
annotate_virome_phage_2382,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_virome_phage_2385,,Outlier,,,,,,,
annotate_virome_phage_2388,preVC_178,Clustered,VC_178_0,22,0.6729,1.0,3.0289611808891412,0.6729,1.0
annotate_virome_phage_2389,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_virome_phage_239,preVC_226,Clustered,VC_226_0,6,0.2936,0.99999992,3.130176388107499,0.2936,1.0
annotate_virome_phage_2398,preVC_178,Clustered,VC_178_0,22,0.6729,1.0,3.0289611808891412,0.6729,1.0
annotate_virome_phage_24,preVC_117,Clustered,VC_117_0,4,0.6374,0.99797556,6.128860774392847,0.6361,1.0
annotate_virome_phage_2400,,Overlap (VC_179/VC_181),,,,,,,
annotate_virome_phage_2401,preVC_95,Clustered,VC_95_0,19,0.8562,1.0,2.4501351360911467,0.8562,1.0
annotate_virome_phage_2402,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_virome_phage_2403,preVC_178,Clustered,VC_178_0,22,0.6729,1.0,3.0289611808891412,0.6729,1.0
annotate_virome_phage_2407,preVC_226,Clustered,VC_226_0,6,0.2936,0.99999992,3.130176388107499,0.2936,1.0
annotate_virome_phage_2409,preVC_246,Clustered,VC_246_0,4,0.939,0.9859071,1.9545677683854246,0.9258,1.0
annotate_virome_phage_2411,preVC_146,Clustered,VC_146_0,2,0.2324,0.94716312,0.0,0.2201,1.0
annotate_virome_phage_2424,preVC_226,Clustered,VC_226_0,6,0.2936,0.99999992,3.130176388107499,0.2936,1.0
annotate_virome_phage_2465,preVC_217,Clustered,VC_217_0,14,0.9107,0.99999913,2.6169170657348726,0.9107,1.0
annotate_virome_phage_2496,preVC_234,Clustered,VC_234_0,6,0.525,1.0,1.2688409258209765,0.525,1.0
