Source,Target,Weight,Study,host,Realm,Kingdom,Phylum,Class,Order,Family,VC,host_study
rosso_phage_14,busby_phage_149,18.0506433958203,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
rosso_phage_21,busby_phage_149,1.34899251169711,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_39_0,NA_bonilla-rosso
total_phage_114,busby_phage_149,1.46240641052447,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_117,busby_phage_149,4.72871538304522,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_245,busby_phage_149,10.2656704753067,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_17_0,Lactobacillus_sbardellati
total_phage_248,busby_phage_149,5.33574108333221,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_293,busby_phage_149,1.57881340328256,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_360,busby_phage_149,9.60167462955567,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_17_0,Lactobacillus_sbardellati
total_phage_371,busby_phage_149,14.6322853597897,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_17_0,NA_sbardellati
total_phage_4,busby_phage_149,4.09172478295071,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_524,busby_phage_149,1.20176678981985,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_38_0,Lactobacillus_sbardellati
total_phage_738,busby_phage_149,1.9842453420548,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_797,busby_phage_149,13.0327599597628,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_17_0,Lactobacillus_sbardellati
virome_phage_882,busby_phage_149,2.14374135881159,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
busby_phage_285,busby_phage_15,2.50198609158296,busby,NA,NA,NA,NA,NA,NA,NA,VC_26_0,NA_busby
deboutte_phage_136,busby_phage_15,2.32839798700022,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_26_0,NA_deboutte
deboutte_phage_151,busby_phage_15,4.92753855938614,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_26_0,NA_deboutte
deboutte_phage_505,busby_phage_15,2.36174933096841,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_26_0,NA_deboutte
rosso_phage_60,busby_phage_15,5.09453998580133,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_26_0,NA_bonilla-rosso
rosso_phage_69,busby_phage_15,5.32322975779933,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_26_0,NA_bonilla-rosso
rosso_phage_74,busby_phage_15,4.82510092312888,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_247_0,NA_bonilla-rosso
virome_phage_23,busby_phage_15,3.57020728771341,sbardellati,Bifidobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_26_0,Bifidobacterium_sbardellati
virome_phage_2328,busby_phage_15,5.00942838080365,sbardellati,Bifidobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_26_0,Bifidobacterium_sbardellati
virome_phage_2330,busby_phage_15,5.18313711655152,sbardellati,Bifidobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_26_0,Bifidobacterium_sbardellati
busby_phage_148,busby_phage_150,3.80413816203235,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_243,busby_phage_150,2.45107916635959,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_461,busby_phage_150,1.88117691789658,busby,NA,NA,NA,NA,NA,NA,NA,VC_18_0,NA_busby
busby_phage_469,busby_phage_150,1.72767977430927,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
deboutte_phage_532,busby_phage_150,4.06737959680499,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
virome_phage_828,busby_phage_150,1.8021685691771,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_38_0,Lactobacillus_sbardellati
busby_phage_149,busby_phage_151,4.05267828179509,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_186,busby_phage_151,6.98616686889956,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_218,busby_phage_151,29.5413321512773,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_219,busby_phage_151,6.21039592932278,busby,NA,NA,NA,NA,NA,NA,NA,VC_15_0,NA_busby
busby_phage_220,busby_phage_151,14.9398419705569,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_241,busby_phage_151,6.3733074249714,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_242,busby_phage_151,4.8797649264871,busby,NA,NA,NA,NA,NA,NA,NA,VC_15_0,NA_busby
busby_phage_243,busby_phage_151,27.8811861872229,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_244,busby_phage_151,1.30492069278246,busby,NA,NA,NA,NA,NA,NA,NA,VC_15_0,NA_busby
busby_phage_245,busby_phage_151,1.60918687132128,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_445,busby_phage_151,6.89027983575702,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_461,busby_phage_151,2.49123201272272,busby,NA,NA,NA,NA,NA,NA,NA,VC_18_0,NA_busby
busby_phage_468,busby_phage_151,33.384719556101,busby,NA,NA,NA,NA,NA,NA,NA,VC_17_0,NA_busby
deboutte_phage_150,busby_phage_151,5.01474131088626,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_deboutte
deboutte_phage_162,busby_phage_151,2.20107723661294,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_429,busby_phage_151,10.4826729183608,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_17_0,NA_deboutte
deboutte_phage_430,busby_phage_151,3.94401672467382,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_18_0,NA_deboutte
deboutte_phage_455,busby_phage_151,19.271237006571,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_15_0,NA_deboutte
deboutte_phage_480,busby_phage_151,2.20107723661294,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_489,busby_phage_151,19.271237006571,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_491,busby_phage_151,2.45556824873299,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_41_0,NA_deboutte
deboutte_phage_523,busby_phage_151,14.3239895526319,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_525,busby_phage_151,17.8578431516848,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_532,busby_phage_151,1.9800099482486,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
rosso_phage_14,busby_phage_151,11.4671125521234,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
rosso_phage_15,busby_phage_151,16.0284934430996,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
rosso_phage_36,busby_phage_151,6.17045889636837,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_bonilla-rosso
total_phage_11,busby_phage_151,1.73636180820855,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_114,busby_phage_151,39.229176795904,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_117,busby_phage_151,22.7416050612371,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_188,busby_phage_151,13.2431518964464,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,NA_sbardellati
total_phage_245,busby_phage_151,22.5612807156599,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_17_0,Lactobacillus_sbardellati
total_phage_248,busby_phage_151,27.593837064213,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_293,busby_phage_151,53.7622189634535,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_305,busby_phage_151,13.2762959460501,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_360,busby_phage_151,38.4815119556483,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_17_0,Lactobacillus_sbardellati
total_phage_368,busby_phage_151,5.63501726450176,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_371,busby_phage_151,3.75529797724682,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_17_0,NA_sbardellati
total_phage_4,busby_phage_151,20.5887723603009,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_415,busby_phage_151,5.01474131088626,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_479,busby_phage_151,17.5219015410966,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_38_0,NA_sbardellati
total_phage_524,busby_phage_151,20.9675346548045,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_38_0,Lactobacillus_sbardellati
total_phage_525,busby_phage_151,4.5005167178358,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,NA_sbardellati
total_phage_604,busby_phage_151,8.76078803111023,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
total_phage_653,busby_phage_151,6.97590493032503,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
total_phage_658,busby_phage_151,10.5082686149867,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_19_0,Lactobacillus_sbardellati
total_phage_692,busby_phage_151,7.35657353775464,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_19_0,NA_sbardellati
total_phage_737,busby_phage_151,1.94620396694835,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,NA_sbardellati
total_phage_738,busby_phage_151,24.4938335187523,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_739,busby_phage_151,25.6533990205223,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_796,busby_phage_151,32.8695780801482,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_797,busby_phage_151,40.1982681206809,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_17_0,Lactobacillus_sbardellati
total_phage_798,busby_phage_151,37.4597040194141,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_800,busby_phage_151,8.2553141647104,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_2327,busby_phage_151,8.0100313774724,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,NA_sbardellati
virome_phage_2360,busby_phage_151,27.3183465718304,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_800,busby_phage_151,37.226748960927,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_807,busby_phage_151,20.5887723603009,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_850,busby_phage_151,2.17945290637589,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
virome_phage_88,busby_phage_151,39.1786797605322,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_882,busby_phage_151,13.2762959460501,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_935,busby_phage_151,4.14780927755552,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,NA_sbardellati
busby_phage_149,busby_phage_152,2.50347426255678,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_468,busby_phage_152,1.73836091277915,busby,NA,NA,NA,NA,NA,NA,NA,VC_17_0,NA_busby
deboutte_phage_429,busby_phage_152,4.31201357776802,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_17_0,NA_deboutte
rosso_phage_14,busby_phage_152,2.28487692656396,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
total_phage_245,busby_phage_152,3.61750570027765,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_17_0,Lactobacillus_sbardellati
total_phage_360,busby_phage_152,3.25050647964602,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_17_0,Lactobacillus_sbardellati
total_phage_371,busby_phage_152,4.2520445959043,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_17_0,NA_sbardellati
total_phage_797,busby_phage_152,3.49902598466562,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_17_0,Lactobacillus_sbardellati
deboutte_phage_153,busby_phage_153,4.85089210627768,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_1_0,NA_deboutte
deboutte_phage_86,busby_phage_153,3.53892804582089,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_1_0,NA_deboutte
rosso_phage_29,busby_phage_153,3.14250319834052,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_1_0,NA_bonilla-rosso
virome_phage_2324,busby_phage_153,4.05363394865396,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_1_0,NA_sbardellati
busby_phage_155,busby_phage_154,5.39304058229764,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_230,busby_phage_154,1.15146612320865,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_251,busby_phage_154,8.35471317605988,busby,NA,NA,NA,NA,NA,NA,NA,VC_42_0,NA_busby
busby_phage_296,busby_phage_154,1.83904101594175,busby,NA,NA,NA,NA,NA,NA,NA,VC_43_0,NA_busby
busby_phage_297,busby_phage_154,1.83904101594175,busby,NA,NA,NA,NA,NA,NA,NA,VC_43_0,NA_busby
busby_phage_323,busby_phage_154,1.46168053909922,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_476,busby_phage_154,1.4282461955679,busby,NA,NA,NA,NA,NA,NA,NA,VC_35_0,NA_busby
deboutte_phage_139,busby_phage_154,2.64414045281991,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_390,busby_phage_154,7.35479837241951,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_34_0,NA_deboutte
deboutte_phage_434,busby_phage_154,4.31166722443524,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
total_phage_233,busby_phage_154,17.9836498921526,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_37_1,Gilliamella_sbardellati
total_phage_294,busby_phage_154,7.94586820913368,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Gilliamella_sbardellati
total_phage_417,busby_phage_154,3.19461409241425,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Gilliamella_sbardellati
total_phage_793,busby_phage_154,4.14939172168507,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_35_0,NA_sbardellati
virome_phage_2288,busby_phage_154,2.38170890887007,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_34_0,Gilliamella_sbardellati
virome_phage_792,busby_phage_154,2.42064342602762,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_35_0,Gilliamella_sbardellati
virome_phage_858,busby_phage_154,1.11064620356258,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Gilliamella_sbardellati
busby_phage_154,busby_phage_155,5.39304058229764,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_156,busby_phage_155,5.54120652900179,busby,NA,NA,NA,NA,NA,NA,NA,VC_44_0,NA_busby
busby_phage_158,busby_phage_155,4.97513556664119,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_181,busby_phage_155,7.97563977136958,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_182,busby_phage_155,12.124106218118,busby,NA,NA,NA,NA,NA,NA,NA,VC_37_0,NA_busby
busby_phage_183,busby_phage_155,2.12202721371714,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_210,busby_phage_155,1.78750839603008,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_251,busby_phage_155,13.2059869977217,busby,NA,NA,NA,NA,NA,NA,NA,VC_42_0,NA_busby
busby_phage_252,busby_phage_155,4.7197916801611,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_303,busby_phage_155,3.09286537817655,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_305,busby_phage_155,3.49040558917389,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_409,busby_phage_155,1.94657260528332,busby,NA,NA,NA,NA,NA,NA,NA,VC_48_0,NA_busby
busby_phage_43,busby_phage_155,1.64201697698863,busby,NA,NA,NA,NA,NA,NA,NA,VC_48_0,NA_busby
busby_phage_470,busby_phage_155,2.82752376658716,busby,NA,NA,NA,NA,NA,NA,NA,VC_34_0,NA_busby
busby_phage_473,busby_phage_155,5.18892807656075,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_476,busby_phage_155,1.13163330510085,busby,NA,NA,NA,NA,NA,NA,NA,VC_35_0,NA_busby
deboutte_phage_138,busby_phage_155,6.36698344947864,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_143,busby_phage_155,10.8006156494106,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_42_0,NA_deboutte
deboutte_phage_144,busby_phage_155,3.09392633730509,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_181,busby_phage_155,7.76903015712985,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_185,busby_phage_155,3.6242824887055,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_239,busby_phage_155,9.34684605120879,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_240,busby_phage_155,12.5393131053133,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_344,busby_phage_155,8.67461629300421,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_382,busby_phage_155,1.30716566949685,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_390,busby_phage_155,1.076380181068,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_34_0,NA_deboutte
deboutte_phage_418,busby_phage_155,5.51000385990053,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_439,busby_phage_155,2.56881349861803,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_487,busby_phage_155,1.26778384503791,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_90,busby_phage_155,4.55875947375641,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
rosso_phage_150,busby_phage_155,4.47910739870963,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
rosso_phage_161,busby_phage_155,3.70029890481687,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_51_0,NA_bonilla-rosso
rosso_phage_165,busby_phage_155,4.26890226290131,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_42_0,NA_bonilla-rosso
rosso_phage_38,busby_phage_155,21.5827263901384,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
rosso_phage_39,busby_phage_155,5.32065103406714,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
total_phage_175,busby_phage_155,2.69014616462631,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_35_0,NA_sbardellati
total_phage_233,busby_phage_155,58.0414790304864,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_37_1,Gilliamella_sbardellati
total_phage_244,busby_phage_155,2.7396613157758,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,NA_sbardellati
total_phage_294,busby_phage_155,22.507566431557,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Gilliamella_sbardellati
total_phage_307,busby_phage_155,10.3471611192744,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Gilliamella_sbardellati
total_phage_361,busby_phage_155,7.17321122122304,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,NA_sbardellati
total_phage_362,busby_phage_155,10.9118956472539,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,NA_sbardellati
total_phage_664,busby_phage_155,2.08678856714279,sbardellati,Schmidhempelia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Schmidhempelia_sbardellati
total_phage_791,busby_phage_155,7.01790533545101,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Gilliamella_sbardellati
total_phage_793,busby_phage_155,7.59160535196604,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_35_0,NA_sbardellati
total_phage_804,busby_phage_155,19.932151145928,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Gilliamella_sbardellati
virome_phage_127,busby_phage_155,20.9045222340563,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_37_0,Gilliamella_sbardellati
virome_phage_2288,busby_phage_155,9.71910152634266,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_34_0,Gilliamella_sbardellati
virome_phage_2297,busby_phage_155,18.83627217285,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Gilliamella_sbardellati
virome_phage_2303,busby_phage_155,36.295678294131,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Gilliamella_sbardellati
virome_phage_2353,busby_phage_155,15.7412282028374,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Gilliamella_sbardellati
virome_phage_36,busby_phage_155,3.46239307651337,sbardellati,Serratia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Serratia_sbardellati
virome_phage_776,busby_phage_155,2.04450609605539,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_34_0,Gilliamella_sbardellati
virome_phage_792,busby_phage_155,2.12162970209857,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_35_0,Gilliamella_sbardellati
virome_phage_858,busby_phage_155,8.65008739241589,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Gilliamella_sbardellati
busby_phage_155,busby_phage_156,5.54120652900179,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_181,busby_phage_156,1.37961464123325,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_211,busby_phage_156,1.342620611861,busby,NA,NA,NA,NA,NA,NA,NA,VC_44_0,NA_busby
deboutte_phage_139,busby_phage_156,7.04971944515215,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_434,busby_phage_156,1.58053983849058,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
